transaction_id,product_id,transaction_qty,unit_price
6179,78,1,4.5
6180,87,2,3.0
6180,74,1,3.5
6181,50,2,2.5
6182,25,1,2.2
6182,79,1,3.75
6183,87,1,3.0
6184,24,2,3.0
6184,70,1,3.25
6185,22,1,2.0
6185,73,1,3.75
6186,50,1,2.5
6186,69,1,3.25
6187,59,2,4.5
6188,43,1,3.0
6189,27,2,3.5
6190,34,2,2.45
6190,74,1,3.5
6191,43,1,3.0
6192,25,1,2.2
6193,53,1,3.0
6193,77,1,3.0
6194,46,1,2.5
6194,79,1,3.75
6195,44,1,2.5
6196,26,1,3.0
6197,46,1,2.5
6198,43,1,3.0
6199,58,1,3.5
6200,37,2,3.0
6200,84,1,0.8
6201,25,1,2.2
6202,87,1,3.0
6203,40,1,3.75
6203,84,2,0.8
6203,74,1,3.5
6204,47,2,3.0
6205,39,1,4.25
6206,25,1,2.2
6207,36,2,3.75
6208,49,1,3.0
6208,71,1,3.75
6209,51,2,3.0
6210,57,1,3.1
6210,21,1,13.33
6211,38,1,3.75
6212,41,2,4.25
6213,54,1,2.5
6213,20,1,7.6
6214,27,2,3.5
6215,48,2,2.5
6216,28,1,2.0
6217,34,1,2.45
6217,78,1,4.5
6218,29,1,2.5
6219,37,3,3.0
6219,65,2,0.8
6220,44,1,2.5
6220,70,1,3.25
6221,30,3,3.0
6222,39,1,4.25
6222,84,1,0.8
6223,52,1,2.5
6223,18,1,10.95
6224,56,2,2.55
6225,61,1,4.75
6225,70,1,3.25
6226,45,1,3.0
6227,27,2,3.5
6228,61,2,4.75
6229,87,2,3.0
6230,28,2,2.0
6231,57,1,3.1
6232,57,1,3.1
6233,36,2,3.75
6233,77,1,3.0
6234,22,2,2.0
6235,39,2,4.25
6235,64,2,0.8
6236,56,2,2.55
6237,29,1,2.5
6237,81,1,28.0
6238,48,1,2.5
6239,42,2,2.5
6240,24,3,3.0
6240,72,1,3.25
6241,24,2,3.0
6242,87,1,3.0
6243,45,1,3.0
6244,50,2,2.5
6245,53,2,3.0
6246,49,1,3.0
6246,9,1,22.5
6247,42,1,2.5
6248,27,1,3.5
6249,38,2,3.75
6249,84,1,0.8
6250,42,1,2.5
6251,27,1,3.5
6252,56,1,2.55
6252,70,1,3.25
6253,25,1,2.2
6254,36,2,3.75
6254,73,1,3.75
6255,57,2,3.1
6255,69,1,3.25
6256,56,2,2.55
6257,53,2,3.0
6258,29,1,2.5
6259,28,2,2.0
6259,77,1,3.0
6259,1,1,18.0
6260,48,1,2.5
6261,31,2,2.2
6262,47,2,3.0
6262,79,1,3.75
6263,42,1,2.5
6264,52,1,2.5
6265,44,2,2.5
6266,59,2,4.5
6267,55,2,4.0
6268,59,1,4.5
6269,37,2,3.0
6269,84,1,0.8
6270,42,2,2.5
6271,53,1,3.0
6271,82,1,12.0
6272,61,2,4.75
6273,59,2,4.5
6273,70,1,3.25
6274,71,1,3.75
6274,71,1,3.75
6275,37,2,3.0
6275,84,1,0.8
6276,51,2,3.0
6277,43,2,3.0
6278,30,2,3.0
6279,26,2,3.0
6279,71,1,3.75
6280,44,2,2.5
6281,40,2,3.75
6282,38,2,3.75
6282,84,2,0.8
6282,44,1,2.5
6283,42,2,2.5
6284,48,2,2.5
6284,69,1,3.25
6285,48,2,2.5
6285,70,1,3.25
6286,71,1,3.75
6287,51,2,3.0
6288,37,1,3.0
6288,65,2,0.8
6289,24,1,3.0
6289,78,1,4.5
6290,26,1,3.0
6290,69,1,3.25
6291,51,1,3.0
6291,73,1,3.75
6292,35,1,3.1
6292,76,1,3.5
6293,56,1,2.55
6294,36,1,3.75
6294,78,1,4.5
6295,45,2,3.0
6296,27,1,3.5
6297,32,2,3.0
6297,70,1,3.25
6298,28,1,2.0
6299,23,1,2.5
6299,73,1,3.75
6300,59,1,4.5
6301,46,1,2.5
6302,29,1,2.5
6303,30,1,3.0
6303,13,1,8.95
6304,51,2,3.0
6304,21,1,13.33
6305,31,2,2.2
6306,35,2,3.1
6307,39,1,4.25
6307,64,2,0.8
6308,52,2,2.5
6309,55,2,4.0
6310,38,1,3.75
6310,84,2,0.8
6311,56,2,2.55
6312,37,2,3.0
6313,51,1,3.0
6314,33,1,3.5
6315,45,2,3.0
6316,26,1,3.0
6316,73,1,3.75
6317,61,1,4.75
6318,40,2,3.75
6318,65,1,0.8
6319,57,1,3.1
6320,43,1,3.0
6321,53,2,3.0
6322,33,2,3.5
6323,46,1,2.5
6324,40,2,3.75
6324,63,2,0.8
6325,32,1,3.0
6325,77,1,3.0
6326,36,1,3.75
6326,77,1,3.0
6327,58,1,3.5
6328,38,1,3.75
6328,73,1,3.75
6329,46,2,2.5
6330,49,1,3.0
6331,49,2,3.0
6332,45,1,3.0
6333,32,1,3.0
6334,51,3,3.0
6335,27,1,3.5
6336,28,2,2.0
6336,73,1,3.75
6337,22,2,2.0
6337,70,1,3.25
6338,42,2,2.5
6339,58,2,3.5
6340,23,2,2.5
6341,32,2,3.0
6342,36,1,3.75
6342,79,1,3.75
6343,44,1,2.5
6344,24,2,3.0
6344,72,1,3.25
6345,50,2,2.5
6346,36,1,3.75
6346,71,1,3.75
6347,27,1,3.5
6348,48,2,2.5
6349,29,1,2.5
6349,2,1,18.0
6350,60,1,3.75
6350,79,1,3.75
6351,35,2,3.1
6352,40,2,3.75
6352,84,2,0.8
6353,49,1,3.0
6354,42,1,2.5
6355,55,2,4.0
6356,44,1,2.5
6357,52,2,2.5
6358,61,1,4.75
6359,61,1,4.75
6360,57,2,3.1
6361,26,1,3.0
6362,47,2,3.0
6363,46,1,2.5
6364,35,1,3.1
6364,73,1,3.75
6365,32,2,3.0
6366,33,2,3.5
6367,25,1,2.2
6368,22,1,2.0
6368,69,1,3.25
6369,22,2,2.0
6369,79,1,3.75
6370,42,2,2.5
6371,47,2,3.0
6372,39,2,4.25
6372,64,2,0.8
6373,29,2,2.5
6374,26,2,3.0
6375,48,1,2.5
6376,60,2,3.75
6377,24,1,3.0
6377,7,1,19.75
6378,55,2,4.0
6378,20,1,7.6
6379,52,2,2.5
6380,27,3,3.5
6381,28,2,2.0
6382,29,2,2.5
6383,41,2,4.25
6383,63,1,0.8
6383,76,1,3.5
6384,45,1,3.0
6384,78,1,4.5
6385,49,1,3.0
6386,50,1,2.5
6386,72,1,3.25
6386,59,2,4.5
6387,41,2,4.25
6387,65,1,0.8
6387,14,1,8.95
6388,22,2,2.0
6388,69,1,3.25
6389,87,1,3.0
6390,44,2,2.5
6390,70,1,3.25
6391,44,1,2.5
6391,13,1,8.95
6392,51,2,3.0
6393,49,2,3.0
6394,39,2,4.25
6394,65,1,0.8
6395,46,2,2.5
6395,83,1,14.0
6396,75,1,3.5
6397,39,2,4.25
6397,65,2,0.8
6398,46,1,2.5
6399,57,1,3.1
6400,50,1,2.5
6401,46,1,2.5
6402,31,2,2.2
6403,56,2,2.55
6403,72,1,3.25
6403,10,1,10.0
6404,59,2,4.5
6404,39,1,4.25
6404,64,1,0.8
6405,40,1,3.75
6405,63,1,0.8
6406,46,2,2.5
6406,13,1,8.95
6406,83,1,14.0
6407,53,2,3.0
6408,42,2,2.5
6409,54,2,2.5
6410,24,1,3.0
6411,48,1,2.5
6412,52,1,2.5
6413,45,2,3.0
6414,51,1,3.0
6415,22,1,2.0
6416,35,1,3.1
6417,49,2,3.0
6417,79,1,3.75
6418,56,2,2.55
6419,27,2,3.5
6420,57,1,3.1
6420,70,1,3.25
6421,31,2,2.2
6422,38,2,3.75
6422,63,2,0.8
6422,72,1,3.25
6423,31,2,2.2
6424,55,1,4.0
6425,44,2,2.5
6426,30,1,3.0
6427,49,1,3.0
6428,50,1,2.5
6428,75,1,3.5
6429,38,2,3.75
6429,65,1,0.8
6430,28,1,2.0
6431,33,1,3.5
6432,27,2,3.5
6433,56,1,2.55
6433,70,1,3.25
6434,57,1,3.1
6434,69,1,3.25
6435,34,1,2.45
6436,49,2,3.0
6437,37,2,3.0
6437,65,2,0.8
6438,54,3,2.5
6439,38,2,3.75
6439,65,2,0.8
6440,60,1,3.75
6441,37,1,3.0
6441,64,1,0.8
6441,69,1,3.25
6442,38,1,3.75
6442,65,2,0.8
6443,57,2,3.1
6443,76,1,3.5
6444,27,2,3.5
6445,35,3,3.1
6446,45,2,3.0
6446,76,1,3.5
6447,46,2,2.5
6448,29,1,2.5
6449,26,2,3.0
6450,87,1,3.0
6450,70,1,3.25
6451,22,1,2.0
6452,44,1,2.5
6453,28,2,2.0
6454,51,2,3.0
6454,74,1,3.5
6455,52,1,2.5
6456,25,2,2.2
6457,32,2,3.0
6457,76,1,3.5
6458,31,1,2.2
6459,60,1,3.75
6459,69,1,3.25
6460,30,1,3.0
6460,75,1,3.5
6461,54,2,2.5
6461,6,1,21.0
6462,58,1,3.5
6463,40,2,3.75
6463,63,2,0.8
6463,20,1,7.6
6464,54,2,2.5
6465,48,2,2.5
6466,44,1,2.5
6467,32,1,3.0
6467,18,1,6.4
6468,54,1,2.5
6468,4,1,20.45
6469,29,1,2.5
6470,52,2,2.5
6471,37,1,3.0
6471,63,1,0.8
6472,23,2,2.5
6472,71,1,3.75
6473,28,1,2.0
6474,28,1,2.0
6475,47,2,3.0
6476,45,1,3.0
6477,53,2,3.0
6478,39,1,4.25
6478,64,2,0.8
6479,35,1,3.1
6480,23,1,2.5
6480,69,1,3.25
6481,55,1,4.0
6482,51,1,3.0
6482,78,1,4.5
6483,36,2,3.75
6484,52,2,2.5
6485,32,1,3.0
6485,76,1,3.5
6486,30,2,3.0
6487,25,1,2.2
6488,30,2,3.0
6489,29,1,2.5
6489,78,1,4.5
6490,41,1,4.25
6490,84,2,0.8
6491,58,1,3.5
6491,74,1,3.5
6492,45,1,3.0
6493,57,1,3.1
6494,24,1,3.0
6495,49,2,3.0
6495,83,1,14.0
6496,33,1,3.5
6496,43,2,3.0
6496,75,1,3.5
6497,60,2,3.75
6498,31,2,2.2
6499,51,2,3.0
6500,60,2,3.75
6500,74,1,3.5
6501,37,1,3.0
6501,64,1,0.8
6502,44,2,2.5
6503,43,2,3.0
6504,49,2,3.0
6505,60,1,3.75
6506,58,2,3.5
6506,74,1,3.5
6507,37,2,3.0
6508,58,2,3.5
6508,3,1,14.75
6509,72,1,3.25
6509,87,1,2.1
6509,79,1,3.75
6510,59,1,4.5
6511,30,1,3.0
6512,33,2,3.5
6513,61,1,4.75
6513,72,1,3.25
6514,39,1,4.25
6515,27,2,3.5
6516,28,1,2.0
6517,22,2,2.0
6518,31,2,2.2
6518,72,1,3.25
6519,44,1,2.5
6519,73,1,3.75
6520,29,2,2.5
6521,23,1,2.5
6522,46,2,2.5
6523,45,1,3.0
6524,49,1,3.0
6525,28,2,2.0
6526,28,1,2.0
6527,57,2,3.1
6528,25,2,2.2
6529,43,2,3.0
6530,59,1,4.5
6531,34,1,2.45
6532,33,1,3.5
6533,50,1,2.5
6533,71,1,3.75
6534,27,1,3.5
6535,54,1,2.5
6536,40,1,3.75
6536,63,2,0.8
6537,56,2,2.55
6538,35,2,3.1
6538,77,1,3.0
6539,61,1,4.75
6539,76,1,3.5
6540,24,2,3.0
6541,41,2,4.25
6542,60,2,3.75
6543,28,1,2.0
6544,22,1,2.0
6545,53,1,3.0
6546,46,2,2.5
6547,59,2,4.5
6548,35,2,3.1
6549,52,2,2.5
6549,76,1,3.5
6550,42,2,2.5
6551,45,1,3.0
6552,33,1,3.5
6553,42,2,2.5
6554,51,1,3.0
6555,34,1,2.45
6556,48,2,2.5
6557,49,1,3.0
6557,20,1,7.6
6558,38,2,3.75
6559,58,1,3.5
6560,59,1,4.5
6561,44,1,2.5
6562,41,2,4.25
6562,63,2,0.8
6563,39,2,4.25
6563,84,2,0.8
6564,29,1,2.5
6564,73,1,3.75
6565,51,1,3.0
6566,34,1,2.45
6566,79,1,3.75
6567,39,2,4.25
6567,84,2,0.8
6568,49,1,3.0
6569,51,2,3.0
6570,58,2,3.5
6571,53,1,3.0
6572,43,1,3.0
6573,50,1,2.5
6573,77,1,3.0
6574,51,1,3.0
6575,42,1,2.5
6576,32,2,3.0
6577,23,1,2.5
6578,61,1,4.75
6579,56,1,2.55
6580,30,1,3.0
6581,60,1,3.75
6581,69,1,3.25
6582,26,2,3.0
6582,73,1,3.75
6583,59,1,4.5
6583,21,1,13.33
6584,44,1,2.5
6585,87,2,3.0
6586,49,2,3.0
6587,44,2,2.5
6587,81,1,28.0
6588,25,2,2.2
6589,57,1,3.1
6590,44,1,2.5
6591,32,1,3.0
6592,44,1,2.5
6592,1,1,18.0
6593,54,1,2.5
6594,26,1,3.0
6595,49,1,3.0
6596,33,2,3.5
6597,24,1,3.0
6598,36,2,3.75
6598,72,1,3.25
6599,45,1,3.0
6599,77,1,3.0
6600,28,2,2.0
6600,69,1,3.25
6600,81,1,28.0
6601,31,1,2.2
6602,32,2,3.0
6603,46,1,2.5
6604,56,2,2.55
6605,61,2,4.75
6606,42,1,2.5
6607,60,1,3.75
6607,69,1,3.25
6608,30,1,3.0
6609,36,1,3.75
6610,33,1,3.5
6611,54,1,2.5
6612,26,2,3.0
6613,48,1,2.5
6614,35,2,3.1
6615,29,1,2.5
6616,25,2,2.2
6617,45,1,3.0
6618,46,1,2.5
6619,24,1,3.0
6620,23,1,2.5
6621,34,2,2.45
6622,26,1,3.0
6623,43,2,3.0
6624,25,2,2.2
6625,29,1,2.5
6626,40,1,3.75
6626,63,2,0.8
6627,57,1,3.1
6628,59,1,4.5
6629,48,1,2.5
6630,26,1,3.0
6631,50,2,2.5
6631,77,1,3.0
6632,38,1,3.75
6632,65,2,0.8
6632,79,1,3.75
6633,30,1,3.0
6634,56,1,2.55
6635,59,1,4.5
6636,39,1,4.25
6636,64,2,0.8
6637,55,2,4.0
6637,77,1,3.0
6638,27,1,3.5
6639,28,1,2.0
6640,49,2,3.0
6641,31,2,2.2
6641,76,1,3.5
6642,54,2,2.5
6643,26,1,3.0
6644,42,1,2.5
6645,57,1,3.1
6645,76,1,3.5
6646,46,2,2.5
6647,60,2,3.75
6648,87,1,2.1
6648,72,1,3.25
6649,36,2,3.75
6650,42,2,2.5
6650,71,1,3.75
6651,42,1,2.5
6652,53,2,3.0
6653,47,1,3.0
6654,33,1,3.5
6655,29,1,2.5
6655,74,1,3.5
6656,43,2,3.0
6656,79,1,3.75
6657,59,1,4.5
6658,46,1,2.5
6659,36,1,3.75
6660,25,2,2.2
6661,61,2,4.75
6662,35,1,3.1
6663,22,2,2.0
6664,48,1,2.5
6665,87,1,3.0
6666,58,2,3.5
6666,75,1,3.5
6667,26,1,3.0
6668,59,1,4.5
6668,74,1,3.5
6669,30,1,3.0
6669,8,1,45.0
6670,35,2,3.1
6670,74,1,3.5
6670,81,1,28.0
6671,44,2,2.5
6672,48,1,2.5
6672,72,1,3.25
6673,57,2,3.1
6674,30,1,3.0
6675,59,1,4.5
6676,24,1,3.0
6677,42,2,2.5
6678,46,1,2.5
6679,22,1,2.0
6680,46,2,2.5
6681,23,1,2.5
6682,45,2,3.0
6683,28,2,2.0
6684,54,1,2.5
6685,28,1,2.0
6686,43,1,3.0
6687,61,1,4.75
6688,23,1,2.5
6689,39,2,4.25
6689,63,2,0.8
6690,87,1,2.1
6690,72,1,3.25
6691,31,1,2.2
6692,42,1,2.5
6693,61,1,4.75
6693,8,1,45.0
6694,87,2,3.0
6695,54,1,2.5
6696,30,2,3.0
6696,74,1,3.5
6697,35,2,3.1
6697,6,1,21.0
6698,47,1,3.0
6698,77,1,3.0
6699,44,2,2.5
6699,4,1,20.45
6700,33,2,3.5
6701,46,2,2.5
6702,42,2,2.5
6703,41,1,4.25
6704,44,1,2.5
6705,24,2,3.0
6706,29,2,2.5
6707,37,1,3.0
6707,84,2,0.8
6708,56,1,2.55
6708,69,1,3.25
6709,51,2,3.0
6710,33,1,3.5
6711,39,2,4.25
6711,84,1,0.8
6712,25,1,2.2
6713,54,2,2.5
6714,32,2,3.0
6715,25,1,2.2
6716,42,2,2.5
6716,79,1,3.75
6717,87,1,3.0
6718,41,1,4.25
6718,64,1,0.8
6718,1,1,18.0
6719,24,1,3.0
6720,54,2,2.5
6721,35,2,3.1
6722,35,2,3.1
6723,40,2,3.75
6723,63,1,0.8
6723,77,1,3.0
6724,47,2,3.0
6724,75,1,3.5
6725,41,1,4.25
6725,65,2,0.8
6726,29,1,2.5
6727,87,2,3.0
6728,39,1,4.25
6728,10,1,10.0
6729,50,1,2.5
6730,37,1,3.0
6730,65,2,0.8
6730,77,1,3.0
6731,59,1,4.5
6732,61,1,4.75
6733,56,1,2.55
6734,29,1,2.5
6735,28,2,2.0
6736,45,2,3.0
6737,44,1,2.5
6738,36,1,3.75
6738,71,1,3.75
6739,37,1,3.0
6739,84,2,0.8
6740,87,1,3.0
6741,55,2,4.0
6742,36,2,3.75
6743,53,1,3.0
6743,75,1,3.5
6744,60,1,3.75
6745,48,1,2.5
6746,40,2,3.75
6746,63,1,0.8
6747,27,1,3.5
6748,25,2,2.2
6749,61,1,4.75
6750,28,1,2.0
6751,58,1,3.5
6752,35,2,3.1
6753,40,2,3.75
6753,84,1,0.8
6753,75,1,3.5
6754,26,1,3.0
6755,58,1,3.5
6756,50,2,2.5
6756,69,1,3.25
6757,54,1,2.5
6758,31,2,2.2
6759,49,1,3.0
6759,71,1,3.75
6760,34,1,2.45
6761,39,1,4.25
6761,63,1,0.8
6762,28,1,2.0
6763,41,2,4.25
6763,84,2,0.8
6764,30,2,3.0
6765,31,1,2.2
6766,61,1,4.75
6766,70,1,3.25
6767,33,2,3.5
6768,60,1,3.75
6769,56,1,2.55
6770,52,2,2.5
6770,12,1,8.95
6771,35,2,3.1
6772,26,2,3.0
6773,38,1,3.75
6773,65,2,0.8
6774,23,2,2.5
6775,55,2,4.0
6776,32,1,3.0
6776,69,1,3.25
6777,54,1,2.5
6778,32,1,3.0
6779,35,2,3.1
6779,69,1,3.25
6780,25,2,2.2
6781,36,2,3.75
6782,31,2,2.2
6783,22,1,2.0
6784,59,2,4.5
6785,50,1,2.5
6785,77,1,3.0
6786,24,2,3.0
6786,17,1,9.5
6787,43,2,3.0
6788,49,2,3.0
6789,61,2,4.75
6790,59,2,4.5
6791,53,1,3.0
6792,32,1,3.0
6793,28,2,2.0
6794,87,1,3.0
6795,41,1,4.25
6795,84,2,0.8
6796,42,2,2.5
6797,47,2,3.0
6798,87,2,3.0
6799,54,1,2.5
6800,41,2,4.25
6800,64,1,0.8
6801,58,1,3.5
6802,44,1,2.5
6802,70,1,3.25
6803,53,2,3.0
6803,83,1,14.0
6804,57,2,3.1
6804,75,1,3.5
6805,46,2,2.5
6805,69,1,3.25
6806,46,1,2.5
6807,32,1,3.0
6808,24,2,3.0
6808,70,1,3.25
6809,55,2,4.0
6810,35,2,3.1
6811,35,2,3.1
6811,79,1,3.75
6812,31,2,2.2
6813,87,1,3.0
6814,53,1,3.0
6814,70,1,3.25
6815,29,2,2.5
6816,39,1,4.25
6816,63,1,0.8
6817,37,1,3.0
6817,65,1,0.8
6817,69,1,3.25
6818,87,1,3.0
6819,37,1,3.0
6820,56,1,2.55
6821,38,2,3.75
6821,84,2,0.8
6822,29,2,2.5
6823,53,1,3.0
6824,25,2,2.2
6824,6,1,21.0
6825,43,2,3.0
6826,53,2,3.0
6827,55,2,4.0
6828,52,2,2.5
6829,53,2,3.0
6829,70,1,3.25
6830,36,2,3.75
6830,8,1,45.0
6831,87,2,3.0
6831,72,1,3.25
6831,21,1,13.33
6832,34,1,2.45
6833,52,1,2.5
6834,33,1,3.5
6835,56,1,2.55
6835,69,1,3.25
6836,26,1,3.0
6837,48,1,2.5
6838,33,2,3.5
6839,29,1,2.5
6840,41,1,4.25
6840,78,1,4.5
6841,33,1,3.5
6842,44,1,2.5
6843,52,2,2.5
6844,50,1,2.5
6845,49,1,3.0
6846,46,1,2.5
6847,44,2,2.5
6847,74,1,3.5
6848,33,1,3.5
6849,44,2,2.5
6850,58,2,3.5
6851,36,1,3.75
6852,25,2,2.2
6853,87,1,2.1
6853,72,1,3.25
6854,58,2,3.5
6855,40,1,3.75
6855,63,1,0.8
6856,59,1,4.5
6857,31,2,2.2
6858,46,1,2.5
6859,39,2,4.25
6859,63,2,0.8
6860,55,1,4.0
6861,47,1,3.0
6862,46,2,2.5
6863,24,2,3.0
6863,73,1,3.75
6864,87,2,3.0
6864,73,1,3.75
6865,32,1,3.0
6865,74,1,3.5
6866,22,1,2.0
6866,13,1,8.95
6867,44,2,2.5
6867,75,1,3.5
6868,33,1,3.5
6868,17,1,9.5
6869,46,2,2.5
6870,40,1,3.75
6870,63,1,0.8
6871,39,2,4.25
6871,84,2,0.8
6872,28,2,2.0
6872,70,1,3.25
6873,24,2,3.0
6874,61,2,4.75
6874,70,1,3.25
6875,87,2,3.0
6876,48,1,2.5
6876,71,1,3.75
6877,44,2,2.5
6878,36,2,3.75
6879,58,1,3.5
6880,41,1,4.25
6880,78,1,4.5
6881,58,1,3.5
6882,87,1,3.0
6883,47,1,3.0
6884,49,1,3.0
6884,78,1,4.5
6885,33,2,3.5
6886,24,2,3.0
6886,2,1,18.0
6887,44,2,2.5
6888,32,1,3.0
6888,79,1,3.75
6889,58,1,3.5
6890,55,1,4.0
6891,58,1,3.5
6892,49,1,3.0
6893,75,1,3.5
6894,29,1,2.5
6894,71,1,3.75
6895,33,1,3.5
6896,43,1,3.0
6896,79,1,3.75
6897,23,1,2.5
6898,25,2,2.2
6899,44,1,2.5
6899,77,1,3.0
6900,36,2,3.75
6901,40,2,3.75
6901,84,1,0.8
6902,25,1,2.2
6903,49,2,3.0
6903,12,1,8.95
6904,49,2,3.0
6905,57,1,3.1
6906,39,2,4.25
6906,63,1,0.8
6907,23,2,2.5
6908,30,2,3.0
6908,73,1,3.75
6909,52,2,2.5
6910,22,1,2.0
6910,76,1,3.5
6911,56,1,2.55
6912,43,1,3.0
6913,53,2,3.0
6914,23,2,2.5
6914,78,1,4.5
6915,32,1,3.0
6915,69,1,3.25
6916,50,2,2.5
6917,30,2,3.0
6918,58,2,3.5
6919,52,1,2.5
6920,51,2,3.0
6920,78,1,4.5
6921,42,1,2.5
6921,72,1,3.25
6922,39,2,4.25
6922,64,2,0.8
6923,44,2,2.5
6923,78,1,4.5
6924,57,1,3.1
6925,71,1,3.75
6926,58,2,3.5
6927,52,2,2.5
6928,26,1,3.0
6929,25,2,2.2
6930,52,1,2.5
6931,59,1,4.5
6931,72,1,3.25
6932,56,1,2.55
6932,8,1,45.0
6933,53,1,3.0
6934,60,2,3.75
6935,27,1,3.5
6935,75,1,3.5
6936,48,1,2.5
6937,56,2,2.55
6937,69,1,3.25
6938,59,1,4.5
6938,69,1,3.25
6939,29,1,2.5
6939,75,1,3.5
6940,27,2,3.5
6940,4,1,20.45
6941,32,1,3.0
6942,26,2,3.0
6943,38,1,3.75
6943,84,2,0.8
6943,74,1,3.5
6944,24,2,3.0
6945,41,1,4.25
6945,63,1,0.8
6946,59,2,4.5
6947,26,2,3.0
6948,28,1,2.0
6949,38,2,3.75
6949,65,2,0.8
6949,5,1,15.0
6950,71,1,3.75
6950,71,1,3.75
6951,47,1,3.0
6951,73,1,3.75
6952,31,2,2.2
6953,49,2,3.0
6954,29,1,2.5
6955,87,1,3.0
6956,49,1,3.0
6957,60,2,3.75
6958,37,1,3.0
6958,63,2,0.8
6959,23,1,2.5
6959,71,1,3.75
6960,28,2,2.0
6960,70,1,3.25
6961,47,1,3.0
6962,55,2,4.0
6963,37,1,3.0
6963,65,2,0.8
6964,55,1,4.0
6965,52,2,2.5
6966,39,1,4.25
6966,63,2,0.8
6967,29,1,2.5
6968,60,2,3.75
6968,72,1,3.25
6969,87,2,3.0
6970,35,1,3.1
6971,30,1,3.0
6972,54,1,2.5
6973,33,1,3.5
6974,55,1,4.0
6974,20,1,7.6
6975,51,1,3.0
6976,50,1,2.5
6976,71,1,3.75
6977,49,2,3.0
6978,46,1,2.5
6978,79,1,3.75
6979,27,1,3.5
6980,41,1,4.25
6980,84,1,0.8
6981,61,1,4.75
6982,44,1,2.5
6983,25,1,2.2
6984,51,2,3.0
6984,78,1,4.5
6985,87,1,2.1
6985,72,1,3.25
6986,29,1,2.5
6987,57,2,3.1
6988,42,1,2.5
6988,79,1,3.75
6989,58,2,3.5
6990,59,2,4.5
6990,69,1,3.25
6991,46,1,2.5
6992,29,1,2.5
6993,46,1,2.5
6993,83,1,14.0
6994,50,2,2.5
6994,78,1,4.5
6995,52,1,2.5
6996,28,2,2.0
6997,42,2,2.5
6998,43,2,3.0
6998,77,1,3.0
6999,53,1,3.0
7000,32,2,3.0
7001,29,1,2.5
7001,70,1,3.25
7002,58,2,3.5
7002,21,1,13.33
7003,57,2,3.1
7003,70,1,3.25
7004,35,1,3.1
7005,42,1,2.5
7006,28,2,2.0
7007,32,1,3.0
7008,46,1,2.5
7008,71,1,3.75
7009,42,2,2.5
7010,46,1,2.5
7011,28,1,2.0
7012,53,2,3.0
7012,17,1,9.5
7013,26,2,3.0
7014,38,2,3.75
7014,63,1,0.8
7015,37,1,3.0
7015,64,2,0.8
7016,26,2,3.0
7016,74,1,3.5
7017,35,1,3.1
7018,38,1,3.75
7019,34,2,2.45
7020,34,1,2.45
7020,75,1,3.5
7021,44,1,2.5
7022,60,1,3.75
7023,44,1,2.5
7024,47,1,3.0
7025,40,1,3.75
7025,63,2,0.8
7026,51,1,3.0
7027,26,1,3.0
7028,31,2,2.2
7029,45,2,3.0
7030,45,2,3.0
7031,27,2,3.5
7032,23,1,2.5
7032,75,1,3.5
7033,52,1,2.5
7034,26,2,3.0
7035,37,2,3.0
7035,64,1,0.8
7036,59,1,4.5
7037,33,1,3.5
7038,51,1,3.0
7038,20,1,7.6
7039,49,1,3.0
7040,30,2,3.0
7041,41,1,4.25
7041,65,2,0.8
7042,55,2,4.0
7043,40,1,3.75
7043,63,2,0.8
7044,60,2,3.75
7045,58,1,3.5
7045,74,1,3.5
7045,81,1,28.0
7046,42,1,2.5
7047,43,1,3.0
7048,22,2,2.0
7048,73,1,3.75
7049,32,2,3.0
7050,60,1,3.75
7051,59,1,4.5
7052,60,1,3.75
7053,48,2,2.5
7054,87,1,2.1
7054,72,1,3.25
7055,53,2,3.0
7055,72,1,3.25
7056,35,1,3.1
7057,26,1,3.0
7058,35,1,3.1
7059,24,2,3.0
7060,54,1,2.5
7060,74,1,3.5
7061,26,1,3.0
7062,54,2,2.5
7062,73,1,3.75
7063,49,1,3.0
7064,49,1,3.0
7065,44,2,2.5
7066,44,1,2.5
7067,38,2,3.75
7067,65,1,0.8
7068,40,2,3.75
7068,64,2,0.8
7068,70,1,3.25
7069,50,1,2.5
7070,32,1,3.0
7071,41,2,4.25
7071,79,1,3.75
7072,49,2,3.0
7072,78,1,4.5
7073,57,1,3.1
7074,45,2,3.0
7075,44,1,2.5
7076,29,1,2.5
7077,23,2,2.5
7078,58,2,3.5
7079,29,1,2.5
7080,45,2,3.0
7081,42,1,2.5
7082,23,1,2.5
7083,60,1,3.75
7084,41,1,4.25
7084,73,1,3.75
7085,51,1,3.0
7086,52,1,2.5
7087,43,1,3.0
7088,54,1,2.5
7088,70,1,3.25
7089,55,1,4.0
7090,26,1,3.0
7091,32,1,3.0
7092,43,1,3.0
7093,28,1,2.0
7094,40,2,3.75
7094,64,2,0.8
7095,50,1,2.5
7096,42,2,2.5
7097,43,1,3.0
7097,79,1,3.75
7098,31,1,2.2
7099,36,1,3.75
7099,71,1,3.75
7099,3,1,14.75
7100,35,2,3.1
7101,28,2,2.0
7102,22,1,2.0
7103,87,1,2.1
7103,69,1,3.25
7103,72,1,3.25
7104,55,1,4.0
7105,36,1,3.75
7106,37,2,3.0
7106,65,1,0.8
7107,55,2,4.0
7108,59,1,4.5
7109,29,1,2.5
7110,59,2,4.5
7111,53,1,3.0
