transaction_id,product_id,transaction_quantity,price_per_unit
90852,40,2,3.75
90853,28,2,2.0
90854,40,2,3.75
90855,29,2,2.5
90856,42,2,2.5
90857,59,1,4.5
90858,26,1,3.0
90859,45,2,3.0
90860,60,1,3.75
90861,57,1,3.1
90862,36,1,3.75
90862,78,1,4.5
90863,32,2,3.0
90863,69,1,3.25
90864,36,2,3.75
90865,42,2,2.5
90866,22,1,2.0
90867,36,2,3.75
90868,29,2,2.5
90869,52,1,2.5
90870,53,2,3.0
90871,25,1,2.2
90872,25,2,2.2
90873,54,1,2.5
90874,27,2,3.5
90875,52,2,2.5
90876,52,1,2.5
90877,39,1,4.25
90878,53,1,3.0
90878,79,1,3.75
90879,52,2,2.5
90879,76,1,3.5
90880,46,1,2.5
90881,48,1,2.5
90881,77,1,3.0
90882,55,2,4.0
90883,41,1,4.25
90884,38,1,3.75
90885,37,2,3.0
90886,47,2,3.0
90886,74,1,3.5
90887,30,1,3.0
90888,27,2,3.5
90889,48,1,2.5
90890,51,1,3.0
90891,29,2,2.5
90891,73,1,3.75
90892,60,2,3.75
90892,75,1,3.5
90893,53,2,3.0
90894,58,2,3.5
90895,60,1,3.75
90896,51,2,3.0
90897,27,2,3.5
90898,52,2,2.5
90898,70,1,3.25
90899,30,2,3.0
90899,70,1,3.25
90900,61,2,4.75
90900,70,1,3.25
90901,32,1,3.0
90901,72,1,3.25
90902,61,1,4.75
90903,44,2,2.5
90904,51,1,3.0
90905,57,1,3.1
90906,44,1,2.5
90907,32,1,3.0
90908,53,2,3.0
90908,79,1,3.75
90909,55,1,4.0
90910,22,1,2.0
90911,27,1,3.5
90912,46,2,2.5
90912,78,1,4.5
90913,45,2,3.0
90914,55,1,4.0
90915,28,1,2.0
90916,45,2,3.0
90917,87,1,3.0
90918,43,2,3.0
90919,59,2,4.5
90919,78,1,4.5
90920,60,1,3.75
90920,73,1,3.75
90921,47,1,3.0
90922,50,2,2.5
90923,53,2,3.0
90924,40,1,3.75
90925,33,2,3.5
90926,35,2,3.1
90927,34,2,2.45
90928,45,2,3.0
90928,70,1,3.25
90929,46,1,2.5
90930,32,1,3.0
90931,56,1,2.55
90932,26,2,3.0
90933,37,2,3.0
90934,53,1,3.0
90935,33,1,3.5
90936,33,2,3.5
90937,39,1,4.25
90938,33,2,3.5
90938,70,1,3.25
90939,39,2,4.25
90940,22,2,2.0
90941,44,1,2.5
90941,77,1,3.0
90942,46,1,2.5
90943,22,1,2.0
90944,28,2,2.0
90945,22,2,2.0
90946,24,1,3.0
90947,32,1,3.0
90948,25,1,2.2
90948,71,1,3.75
90949,60,1,3.75
90950,61,2,4.75
90951,23,1,2.5
90952,37,1,3.0
90953,41,2,4.25
90954,36,1,3.75
90955,24,1,3.0
90956,29,2,2.5
90957,54,2,2.5
90958,29,2,2.5
90959,44,1,2.5
90960,50,1,2.5
90960,74,1,3.5
90961,58,2,3.5
90961,77,1,3.0
90962,61,1,4.75
90963,46,1,2.5
90963,76,1,3.5
90964,37,2,3.0
90965,38,1,3.75
90966,33,2,3.5
90966,73,1,3.75
90967,54,2,2.5
90968,54,1,2.5
90969,25,1,2.2
90970,30,1,3.0
90971,55,2,4.0
90972,51,1,3.0
90973,33,2,3.5
90974,51,2,3.0
90975,22,1,2.0
90976,33,2,3.5
90977,48,1,2.5
90978,31,2,2.2
90979,47,2,3.0
90980,43,2,3.0
90981,34,2,2.45
90982,59,2,4.5
90983,37,1,3.0
90984,40,2,3.75
90985,28,2,2.0
90986,55,1,4.0
90987,40,1,3.75
90988,51,1,3.0
90988,79,1,3.75
90989,45,2,3.0
90990,44,1,2.5
90991,46,1,2.5
90992,39,2,4.25
90992,70,1,3.25
90993,37,1,3.0
90994,50,2,2.5
90994,71,1,3.75
90995,44,2,2.5
90995,71,1,3.75
90996,57,1,3.1
90997,25,1,2.2
90998,47,2,3.0
90999,37,2,3.0
91000,60,1,3.75
91001,24,1,3.0
91002,55,2,4.0
91003,31,1,2.2
91003,71,1,3.75
91004,46,2,2.5
91005,22,2,2.0
91005,72,1,3.25
91006,22,1,2.0
91006,69,1,3.25
91007,59,2,4.5
91008,25,2,2.2
91009,40,1,3.75
91010,34,1,2.45
91011,49,2,3.0
91012,59,1,4.5
91013,34,1,2.45
91013,79,1,3.75
91014,28,1,2.0
91014,71,1,3.75
91015,40,1,3.75
91016,49,2,3.0
91017,22,2,2.0
91018,55,2,4.0
91019,33,1,3.5
91020,29,2,2.5
91020,70,1,3.25
91021,22,1,2.0
91022,59,2,4.5
91023,47,2,3.0
91024,32,1,3.0
91025,45,1,3.0
91025,77,1,3.0
91026,33,1,3.5
91027,40,2,3.75
91027,74,1,3.5
91028,56,2,2.55
91029,22,2,2.0
91030,38,2,3.75
91031,49,1,3.0
91031,69,1,3.25
91032,57,2,3.1
91032,74,1,3.5
91033,42,1,2.5
91034,33,2,3.5
91035,28,2,2.0
91035,75,1,3.5
91036,51,2,3.0
91037,22,1,2.0
91037,74,1,3.5
91038,23,2,2.5
91039,22,1,2.0
91039,37,1,3.0
91040,46,1,2.5
91040,69,1,3.25
91041,43,1,3.0
91042,52,1,2.5
91042,72,1,3.25
91043,22,2,2.0
91044,58,2,3.5
91045,36,1,3.75
91046,30,1,3.0
91047,33,1,3.5
91048,45,1,3.0
91049,40,1,3.75
91050,51,2,3.0
91050,74,1,3.5
91051,42,1,2.5
91051,69,1,3.25
91052,43,2,3.0
91053,24,2,3.0
91053,71,1,3.75
91054,59,2,4.5
91054,73,1,3.75
91055,46,1,2.5
91056,45,1,3.0
91057,32,2,3.0
91057,70,1,3.25
91058,55,2,4.0
91059,52,2,2.5
91060,30,2,3.0
91061,31,1,2.2
91062,36,1,3.75
91063,30,1,3.0
91064,31,1,2.2
91064,73,1,3.75
91065,51,2,3.0
91066,42,2,2.5
91067,46,2,2.5
91067,70,1,3.25
91068,57,2,3.1
91069,46,1,2.5
91069,72,1,3.25
91070,41,1,4.25
91071,55,1,4.0
91072,56,2,2.55
91073,58,1,3.5
91074,58,2,3.5
91075,60,2,3.75
91076,23,1,2.5
91077,43,2,3.0
91078,57,2,3.1
91079,44,1,2.5
91080,34,1,2.45
91081,24,2,3.0
91081,69,1,3.25
91082,41,1,4.25
91083,61,2,4.75
91084,22,1,2.0
91085,60,2,3.75
91086,59,1,4.5
91087,61,2,4.75
91088,32,1,3.0
91089,22,2,2.0
91090,37,1,3.0
91091,48,2,2.5
91092,38,2,3.75
91093,48,2,2.5
91094,30,2,3.0
91095,56,1,2.55
91095,78,1,4.5
91096,40,2,3.75
91097,57,2,3.1
91098,22,2,2.0
91099,41,1,4.25
91099,78,1,4.5
91100,25,1,2.2
91101,50,2,2.5
91102,40,1,3.75
91103,59,2,4.5
91103,78,1,4.5
91104,43,1,3.0
91104,74,1,3.5
91105,29,1,2.5
91106,36,2,3.75
91107,48,1,2.5
91108,60,1,3.75
91109,33,2,3.5
91110,48,2,2.5
91111,35,1,3.1
91112,61,1,4.75
91113,22,2,2.0
91114,37,1,3.0
91115,52,1,2.5
91116,61,2,4.75
91117,24,1,3.0
91118,44,2,2.5
91119,28,1,2.0
91120,50,2,2.5
91120,71,1,3.75
91121,53,1,3.0
91122,37,1,3.0
91123,35,2,3.1
91124,59,2,4.5
91125,46,1,2.5
91126,32,2,3.0
91127,37,2,3.0
91128,41,1,4.25
91129,52,1,2.5
91130,57,2,3.1
91131,36,1,3.75
91132,47,2,3.0
91133,50,2,2.5
91134,35,1,3.1
91135,56,1,2.55
91136,26,2,3.0
91137,37,1,3.0
91138,34,1,2.45
91139,47,2,3.0
91140,34,2,2.45
91141,22,2,2.0
91142,47,1,3.0
91143,22,1,2.0
91144,22,2,2.0
91145,45,1,3.0
91146,29,2,2.5
91147,57,1,3.1
91148,87,1,3.0
91149,25,1,2.2
91150,57,1,3.1
91150,79,1,3.75
91151,54,1,2.5
91152,35,1,3.1
91153,87,1,3.0
91154,40,2,3.75
91155,50,2,2.5
91156,51,2,3.0
91157,29,1,2.5
91158,51,2,3.0
91159,42,1,2.5
91160,57,1,3.1
91161,60,2,3.75
91162,50,2,2.5
91163,27,1,3.5
91164,55,1,4.0
91165,24,1,3.0
91166,55,1,4.0
91167,54,1,2.5
91168,50,2,2.5
91169,43,2,3.0
91170,50,2,2.5
91171,29,1,2.5
91172,51,2,3.0
91173,37,2,3.0
91174,31,2,2.2
91175,61,2,4.75
91176,46,2,2.5
91177,49,2,3.0
91178,87,1,3.0
91179,49,1,3.0
91179,79,1,3.75
91180,40,1,3.75
91181,28,1,2.0
91182,51,1,3.0
91183,27,1,3.5
91184,26,1,3.0
91185,60,1,3.75
91186,33,1,3.5
91187,40,1,3.75
91188,41,2,4.25
91189,34,2,2.45
91190,57,2,3.1
91191,38,1,3.75
91192,54,2,2.5
91193,58,2,3.5
91194,49,2,3.0
91195,46,1,2.5
91196,52,2,2.5
91197,28,2,2.0
91198,26,2,3.0
91199,47,1,3.0
91200,55,1,4.0
91201,28,2,2.0
91201,75,1,3.5
91202,56,1,2.55
91203,22,2,2.0
91203,79,1,3.75
91204,57,1,3.1
91205,54,1,2.5
91206,29,1,2.5
91207,35,1,3.1
91207,78,1,4.5
91208,40,2,3.75
91209,36,2,3.75
91210,32,1,3.0
91211,33,1,3.5
91211,72,1,3.25
91212,31,2,2.2
91212,72,1,3.25
91213,47,1,3.0
91214,46,2,2.5
91215,42,2,2.5
91215,74,1,3.5
91216,43,2,3.0
91216,79,1,3.75
91217,37,1,3.0
91218,23,1,2.5
91219,29,2,2.5
91219,69,1,3.25
91220,22,1,2.0
91221,25,1,2.2
91222,41,1,4.25
91223,33,1,3.5
91224,29,2,2.5
91225,54,1,2.5
91226,27,1,3.5
91227,43,2,3.0
91227,73,1,3.75
91228,45,1,3.0
91229,32,2,3.0
91230,54,1,2.5
91231,29,2,2.5
91232,33,2,3.5
91233,59,2,4.5
91233,70,1,3.25
91234,28,2,2.0
91235,28,2,2.0
91236,26,2,3.0
91237,41,1,4.25
91238,42,1,2.5
91239,30,2,3.0
91240,38,1,3.75
91241,51,2,3.0
91241,72,1,3.25
91242,38,2,3.75
91242,71,1,3.75
91243,26,2,3.0
91243,74,1,3.5
91244,57,2,3.1
91245,26,2,3.0
91246,22,2,2.0
91247,61,2,4.75
91247,70,1,3.25
91248,44,2,2.5
91249,50,2,2.5
91250,55,2,4.0
91250,79,1,3.75
91251,50,1,2.5
91252,24,2,3.0
91253,26,2,3.0
91254,33,2,3.5
91254,74,1,3.5
91255,27,2,3.5
91256,51,2,3.0
91257,54,2,2.5
91258,59,1,4.5
91259,87,1,3.0
91260,52,1,2.5
91261,50,2,2.5
91262,42,1,2.5
91263,24,1,3.0
91264,61,2,4.75
91265,53,2,3.0
91266,61,1,4.75
91267,54,1,2.5
91267,72,1,3.25
91268,60,2,3.75
91269,56,1,2.55
91270,39,2,4.25
91270,70,1,3.25
91271,37,2,3.0
91272,43,1,3.0
91273,60,2,3.75
91273,78,1,4.5
91274,47,2,3.0
91275,46,2,2.5
91276,46,1,2.5
91277,27,1,3.5
91278,41,1,4.25
91279,32,1,3.0
91280,37,2,3.0
91281,24,1,3.0
91281,70,1,3.25
91282,57,1,3.1
91283,39,2,4.25
91283,70,1,3.25
91284,50,1,2.5
91285,47,1,3.0
91286,49,1,3.0
91287,31,2,2.2
91288,57,1,3.1
91289,26,2,3.0
91289,75,1,3.5
91290,56,2,2.55
91290,79,1,3.75
91291,41,2,4.25
91292,41,1,4.25
91293,33,2,3.5
91294,46,2,2.5
91295,32,2,3.0
91296,32,1,3.0
91297,60,2,3.75
91297,74,1,3.5
91298,30,2,3.0
91299,46,2,2.5
91300,34,2,2.45
91301,43,1,3.0
91302,48,2,2.5
91303,28,2,2.0
91304,37,1,3.0
91305,38,1,3.75
91306,50,1,2.5
91307,49,1,3.0
91308,22,2,2.0
91309,30,2,3.0
91310,51,1,3.0
91310,22,1,2.0
91310,77,1,3.0
91311,56,2,2.55
91312,48,1,2.5
91313,38,1,3.75
91314,42,2,2.5
91315,29,2,2.5
91316,34,2,2.45
91316,79,1,3.75
91317,27,2,3.5
91318,36,1,3.75
91318,69,1,3.25
91319,41,2,4.25
91320,44,2,2.5
91321,43,1,3.0
91322,24,2,3.0
91323,30,2,3.0
91324,38,2,3.75
91325,58,2,3.5
91326,52,2,2.5
91326,74,1,3.5
91327,22,2,2.0
91328,35,2,3.1
91329,24,1,3.0
91330,26,2,3.0
91331,54,1,2.5
91332,36,1,3.75
91333,37,2,3.0
91334,22,2,2.0
91335,22,1,2.0
91336,39,1,4.25
91337,50,2,2.5
91338,37,2,3.0
91339,31,2,2.2
91339,71,1,3.75
91340,23,2,2.5
91341,51,2,3.0
91342,24,2,3.0
91343,28,2,2.0
91344,30,1,3.0
91344,72,1,3.25
91345,35,2,3.1
91346,26,2,3.0
91346,72,1,3.25
91347,38,2,3.75
91348,28,2,2.0
91349,30,2,3.0
91349,70,1,3.25
91350,24,1,3.0
91351,25,1,2.2
91352,49,1,3.0
91352,77,1,3.0
91353,38,1,3.75
91354,40,1,3.75
91355,55,2,4.0
91356,55,1,4.0
91357,33,1,3.5
91358,54,1,2.5
91359,37,2,3.0
91360,25,1,2.2
91361,53,1,3.0
91362,32,2,3.0
91363,57,1,3.1
91364,56,2,2.55
91365,26,1,3.0
91365,79,1,3.75
91366,56,1,2.55
91367,42,2,2.5
91368,23,1,2.5
91369,44,2,2.5
91369,76,1,3.5
91370,25,2,2.2
91371,53,1,3.0
91371,78,1,4.5
91372,27,1,3.5
91373,58,1,3.5
91374,59,2,4.5
91375,32,2,3.0
91375,72,1,3.25
91376,51,1,3.0
91376,75,1,3.5
91377,47,2,3.0
91378,23,2,2.5
91379,47,2,3.0
91380,54,2,2.5
91381,49,2,3.0
91382,59,2,4.5
91383,60,1,3.75
91383,79,1,3.75
91384,35,1,3.1
91385,31,2,2.2
91386,45,1,3.0
91387,51,1,3.0
91388,36,1,3.75
91389,46,2,2.5
91390,59,2,4.5
91391,49,1,3.0
91392,51,1,3.0
91393,53,1,3.0
91394,61,2,4.75
91395,59,2,4.5
91396,51,2,3.0
91397,61,2,4.75
91398,24,1,3.0
91399,39,1,4.25
91399,77,1,3.0
91400,43,1,3.0
91401,55,1,4.0
91402,59,1,4.5
91403,45,1,3.0
91404,57,2,3.1
91405,30,1,3.0
91406,28,2,2.0
91406,77,1,3.0
91407,52,1,2.5
91408,47,2,3.0
91409,45,1,3.0
91410,46,1,2.5
91411,51,1,3.0
91411,72,1,3.25
91412,49,1,3.0
91412,73,1,3.75
91413,40,1,3.75
91414,39,2,4.25
91415,42,2,2.5
91416,59,1,4.5
91417,50,2,2.5
91418,51,1,3.0
91419,36,1,3.75
91420,53,2,3.0
91421,27,1,3.5
91422,58,2,3.5
91423,58,2,3.5
91424,51,2,3.0
91425,57,2,3.1
91425,72,1,3.25
91426,49,2,3.0
91427,41,2,4.25
91428,54,2,2.5
91428,74,1,3.5
91429,48,2,2.5
91429,74,1,3.5
91430,55,1,4.0
91431,38,2,3.75
91431,78,1,4.5
91432,24,2,3.0
91433,30,2,3.0
91434,45,1,3.0
91435,41,2,4.25
91436,54,1,2.5
91437,39,1,4.25
91438,35,2,3.1
91439,26,2,3.0
91440,56,1,2.55
91441,25,1,2.2
91441,73,1,3.75
91442,29,2,2.5
91443,30,2,3.0
91444,39,1,4.25
91445,22,2,2.0
91446,51,1,3.0
91447,35,2,3.1
91447,74,1,3.5
91448,22,1,2.0
91449,59,1,4.5
91449,76,1,3.5
91450,22,2,2.0
91451,45,2,3.0
91452,49,1,3.0
91453,56,2,2.55
91453,74,1,3.5
91454,43,1,3.0
91455,29,1,2.5
91456,31,1,2.2
91457,45,2,3.0
91458,26,2,3.0
91458,78,1,4.5
91459,23,2,2.5
91460,42,2,2.5
91460,78,1,4.5
91461,37,2,3.0
91462,61,1,4.75
91463,49,2,3.0
91464,61,1,4.75
91465,23,1,2.5
91466,23,1,2.5
91467,55,1,4.0
91468,33,2,3.5
91468,75,1,3.5
91469,59,1,4.5
91470,49,1,3.0
91471,38,1,3.75
91472,31,2,2.2
91473,42,2,2.5
91474,43,1,3.0
91474,74,1,3.5
91475,26,1,3.0
91476,30,2,3.0
91477,46,2,2.5
91478,42,1,2.5
91479,37,1,3.0
91480,29,1,2.5
91480,79,1,3.75
91481,39,1,4.25
91482,61,1,4.75
91483,55,2,4.0
91484,50,2,2.5
91485,29,1,2.5
91486,55,1,4.0
91487,33,1,3.5
91488,59,2,4.5
91489,22,2,2.0
91489,74,1,3.5
91490,57,2,3.1
91490,75,1,3.5
91491,54,1,2.5
91492,23,1,2.5
91493,47,1,3.0
91494,43,2,3.0
91495,35,1,3.1
91496,32,2,3.0
91497,53,2,3.0
91498,28,1,2.0
91499,43,2,3.0
91500,54,1,2.5
91500,75,1,3.5
91501,59,1,4.5
91502,57,2,3.1
91503,59,2,4.5
91504,61,1,4.75
91505,45,1,3.0
91506,23,1,2.5
91506,74,1,3.5
91507,55,1,4.0
91508,57,1,3.1
91509,24,2,3.0
91510,26,2,3.0
91511,27,1,3.5
91512,49,2,3.0
91513,56,1,2.55
91514,27,2,3.5
91515,39,1,4.25
91515,69,1,3.25
91516,44,2,2.5
91517,38,2,3.75
91518,33,2,3.5
91519,45,2,3.0
91520,59,2,4.5
91521,42,1,2.5
91522,56,1,2.55
91523,40,1,3.75
91524,46,2,2.5
91525,54,2,2.5
91525,79,1,3.75
91526,24,2,3.0
91527,41,1,4.25
91528,57,2,3.1
91529,32,1,3.0
91529,74,1,3.5
91530,27,1,3.5
91531,54,2,2.5
91532,52,1,2.5
91533,41,1,4.25
91534,57,1,3.1
91535,42,1,2.5
91536,59,2,4.5
91537,39,2,4.25
91538,26,2,3.0
91539,52,1,2.5
91540,33,2,3.5
91541,23,2,2.5
91542,32,2,3.0
91543,53,2,3.0
91543,72,1,3.25
91544,56,1,2.55
91545,42,1,2.5
91546,56,2,2.55
91547,52,2,2.5
91548,87,2,3.0
91549,56,2,2.55
91550,27,2,3.5
91551,37,1,3.0
91552,37,2,3.0
91553,27,2,3.5
91553,60,1,3.75
91554,45,2,3.0
91555,31,2,2.2
91555,70,1,3.25
91556,24,1,3.0
91557,45,2,3.0
91558,46,2,2.5
91559,25,1,2.2
91560,31,2,2.2
91561,41,1,4.25
91562,40,1,3.75
91562,74,1,3.5
91563,22,2,2.0
91564,31,2,2.2
91565,36,2,3.75
91566,51,1,3.0
91567,40,1,3.75
91568,57,2,3.1
91569,30,2,3.0
91570,40,2,3.75
91571,27,1,3.5
91571,70,1,3.25
91572,37,1,3.0
91573,24,1,3.0
91574,32,2,3.0
91575,28,1,2.0
91576,29,2,2.5
91577,55,2,4.0
91578,26,2,3.0
91579,55,1,4.0
91579,76,1,3.5
91580,24,2,3.0
91580,78,1,4.5
91581,56,2,2.55
91582,27,1,3.5
91583,48,2,2.5
91584,52,2,2.5
91585,47,2,3.0
91586,61,2,4.75
91586,69,1,3.25
91587,53,1,3.0
91588,53,1,3.0
91588,74,1,3.5
91589,42,1,2.5
91590,44,1,2.5
91591,87,2,3.0
91592,51,1,3.0
91593,47,2,3.0
91594,27,2,3.5
91595,44,1,2.5
91596,57,2,3.1
91597,23,1,2.5
91598,60,1,3.75
91599,58,1,3.5
91600,57,2,3.1
91601,35,2,3.1
91602,41,1,4.25
91602,76,1,3.5
91603,37,1,3.0
91604,24,1,3.0
91605,55,2,4.0
91606,53,2,3.0
91607,22,2,2.0
91608,29,2,2.5
91609,87,2,3.0
91610,52,1,2.5
91610,77,1,3.0
91611,49,1,3.0
91611,75,1,3.5
91612,47,1,3.0
91613,35,1,3.1
91614,46,1,2.5
91614,69,1,3.25
91615,46,1,2.5
91616,32,2,3.0
91617,30,2,3.0
91618,42,1,2.5
91619,48,2,2.5
91620,37,2,3.0
91621,49,1,3.0
91621,76,1,3.5
91622,38,2,3.75
91622,75,1,3.5
91623,45,2,3.0
91624,61,1,4.75
91625,57,1,3.1
91626,48,2,2.5
91626,71,1,3.75
91627,34,2,2.45
91628,58,1,3.5
91628,78,1,4.5
91629,32,2,3.0
91630,56,2,2.55
91631,46,1,2.5
91632,48,1,2.5
91633,54,2,2.5
91634,34,1,2.45
91635,29,1,2.5
91636,41,2,4.25
91637,44,1,2.5
91638,29,2,2.5
91639,38,2,3.75
91640,53,1,3.0
91641,31,2,2.2
91642,59,1,4.5
91642,79,1,3.75
91643,41,2,4.25
91644,27,2,3.5
91645,52,1,2.5
91646,55,1,4.0
91647,32,2,3.0
91648,31,1,2.2
91649,41,2,4.25
91650,22,2,2.0
91651,54,1,2.5
91651,74,1,3.5
91652,37,1,3.0
91653,34,1,2.45
91654,42,2,2.5
91655,31,1,2.2
91656,26,1,3.0
91657,53,1,3.0
91658,44,1,2.5
91659,53,2,3.0
91660,55,2,4.0
91661,34,1,2.45
91662,50,2,2.5
91663,43,2,3.0
91664,23,1,2.5
91665,42,2,2.5
91666,47,1,3.0
91667,44,1,2.5
91668,61,1,4.75
91669,43,2,3.0
91670,40,1,3.75
91671,59,1,4.5
91672,42,1,2.5
91673,24,1,3.0
91673,69,1,3.25
91674,31,1,2.2
91675,54,2,2.5
91676,33,2,3.5
91677,53,1,3.0
91678,48,2,2.5
91678,71,1,3.75
91679,29,2,2.5
91680,87,1,3.0
91680,77,1,3.0
91681,30,1,3.0
91681,78,1,4.5
91682,22,1,2.0
91682,72,1,3.25
91683,61,2,4.75
91683,76,1,3.5
91684,54,2,2.5
91685,59,1,4.5
91686,55,2,4.0
91687,59,1,4.5
91688,46,1,2.5
91689,43,1,3.0
91690,56,1,2.55
91691,39,1,4.25
91692,55,1,4.0
91693,30,1,3.0
91694,32,2,3.0
91695,58,1,3.5
91696,46,2,2.5
91697,87,2,3.0
91697,60,2,3.75
91697,76,1,3.5
91698,26,1,3.0
91698,78,1,4.5
91699,59,2,4.5
91700,40,2,3.75
91701,53,1,3.0
91702,24,2,3.0
91703,38,1,3.75
91704,25,1,2.2
91705,41,1,4.25
91706,35,2,3.1
91707,30,2,3.0
91708,56,2,2.55
91708,77,1,3.0
91709,40,2,3.75
91710,22,1,2.0
91711,38,1,3.75
91712,36,2,3.75
91713,34,2,2.45
91714,39,2,4.25
91715,53,2,3.0
91716,47,1,3.0
91716,76,1,3.5
91717,56,2,2.55
91718,33,1,3.5
91718,69,1,3.25
91719,45,1,3.0
91720,38,2,3.75
91721,56,1,2.55
91722,60,1,3.75
91722,76,1,3.5
91723,43,1,3.0
91724,22,1,2.0
91725,57,1,3.1
91726,29,1,2.5
91727,51,1,3.0
91727,77,1,3.0
91728,52,2,2.5
91729,54,2,2.5
91730,32,1,3.0
91731,33,2,3.5
91732,47,2,3.0
91733,39,2,4.25
91733,75,1,3.5
91734,37,1,3.0
91735,23,1,2.5
91736,46,2,2.5
91737,55,2,4.0
91738,39,1,4.25
91738,77,1,3.0
91739,25,2,2.2
91740,53,1,3.0
91741,26,1,3.0
91742,55,1,4.0
91743,49,2,3.0
91744,58,2,3.5
91745,61,1,4.75
91745,70,1,3.25
91746,28,2,2.0
91747,53,2,3.0
91748,46,2,2.5
91749,27,2,3.5
91749,72,1,3.25
91750,54,1,2.5
91751,38,1,3.75
91752,50,1,2.5
91753,30,2,3.0
91754,43,2,3.0
91755,51,1,3.0
91755,78,1,4.5
91756,32,1,3.0
91756,71,1,3.75
91757,54,1,2.5
91758,51,2,3.0
91759,30,1,3.0
91760,33,1,3.5
91761,60,1,3.75
91762,61,1,4.75
91762,75,1,3.5
91763,32,1,3.0
91763,79,1,3.75
91764,47,2,3.0
91765,35,1,3.1
91766,37,1,3.0
91767,48,1,2.5
91768,32,1,3.0
91769,33,1,3.5
91770,32,1,3.0
91771,25,2,2.2
91772,59,2,4.5
91772,70,1,3.25
91773,54,1,2.5
91774,22,1,2.0
91775,33,1,3.5
91776,46,1,2.5
91776,71,1,3.75
91777,34,1,2.45
91778,34,1,2.45
91779,39,1,4.25
91780,60,1,3.75
91781,51,1,3.0
91782,61,1,4.75
91783,23,2,2.5
91783,77,1,3.0
91784,30,1,3.0
91785,22,2,2.0
91786,27,2,3.5
91787,55,2,4.0
91788,47,2,3.0
91789,41,1,4.25
91789,71,1,3.75
91790,53,2,3.0
91791,61,1,4.75
91792,35,2,3.1
91793,34,1,2.45
91794,39,1,4.25
91795,39,1,4.25
91796,51,1,3.0
91796,79,1,3.75
91797,22,1,2.0
91798,41,1,4.25
91799,58,1,3.5
91800,31,1,2.2
91801,22,2,2.0
91802,58,2,3.5
91802,78,1,4.5
91803,39,2,4.25
91804,49,2,3.0
91805,25,1,2.2
91806,43,2,3.0
91807,52,1,2.5
91808,42,1,2.5
91809,57,2,3.1
91810,40,1,3.75
91811,40,1,3.75
91812,23,1,2.5
91812,79,1,3.75
91813,54,2,2.5
91814,49,2,3.0
91814,75,1,3.5
91815,87,2,3.0
91816,40,2,3.75
91817,51,1,3.0
91818,32,2,3.0
91819,58,1,3.5
91819,71,1,3.75
91820,36,1,3.75
91820,75,1,3.5
91821,23,2,2.5
91822,60,1,3.75
91823,43,1,3.0
91824,33,1,3.5
91825,60,2,3.75
91826,28,2,2.0
91827,25,2,2.2
91828,28,1,2.0
91829,34,1,2.45
91830,27,2,3.5
91830,77,1,3.0
91831,26,2,3.0
91832,56,1,2.55
91833,61,1,4.75
91834,50,2,2.5
91834,69,1,3.25
91835,32,2,3.0
91836,37,2,3.0
91837,23,1,2.5
91837,79,1,3.75
91838,32,2,3.0
91839,56,1,2.55
91840,59,1,4.5
91841,24,1,3.0
91842,25,2,2.2
91843,46,2,2.5
91844,43,1,3.0
91845,50,1,2.5
91845,69,1,3.25
91846,38,1,3.75
91847,38,1,3.75
91848,47,1,3.0
91849,50,1,2.5
91850,55,2,4.0
91851,39,2,4.25
91852,24,1,3.0
91853,41,1,4.25
91854,37,2,3.0
91855,57,2,3.1
91855,76,1,3.5
91856,58,2,3.5
91856,71,1,3.75
91857,60,1,3.75
91858,38,1,3.75
91859,57,2,3.1
91860,50,2,2.5
91861,25,1,2.2
91862,40,1,3.75
91863,23,2,2.5
91863,73,1,3.75
91864,48,2,2.5
91865,48,2,2.5
91866,87,2,3.0
91867,34,2,2.45
91867,72,1,3.25
91868,52,1,2.5
91869,56,1,2.55
91870,31,1,2.2
91871,38,1,3.75
91872,60,1,3.75
91873,60,2,3.75
91874,40,2,3.75
91874,73,1,3.75
91875,27,1,3.5
91876,37,2,3.0
91877,49,2,3.0
91878,39,1,4.25
91879,37,2,3.0
91880,49,1,3.0
91881,42,1,2.5
91882,41,1,4.25
91883,25,1,2.2
91884,30,1,3.0
91885,22,1,2.0
91886,56,2,2.55
91887,35,2,3.1
91888,33,2,3.5
91889,45,2,3.0
91890,41,2,4.25
91891,38,2,3.75
91892,59,2,4.5
91893,27,1,3.5
91894,59,2,4.5
91895,23,2,2.5
91896,45,2,3.0
91897,60,1,3.75
91898,42,1,2.5
91899,61,2,4.75
91900,58,1,3.5
91901,32,1,3.0
91902,22,2,2.0
91902,76,1,3.5
91903,59,2,4.5
91904,60,2,3.75
91905,51,1,3.0
91905,74,1,3.5
91906,25,2,2.2
91907,31,2,2.2
91908,25,2,2.2
91909,31,2,2.2
91910,48,2,2.5
91911,43,1,3.0
91912,57,1,3.1
91913,47,1,3.0
91914,41,1,4.25
91915,22,2,2.0
91916,24,2,3.0
91917,23,1,2.5
91918,42,2,2.5
91919,42,1,2.5
91920,24,1,3.0
91920,71,1,3.75
91921,23,2,2.5
91922,43,2,3.0
91923,43,1,3.0
91924,25,1,2.2
91925,32,1,3.0
91926,51,2,3.0
91927,34,1,2.45
91928,58,1,3.5
91929,26,1,3.0
91930,55,2,4.0
91930,74,1,3.5
91931,58,1,3.5
91932,47,1,3.0
91933,43,1,3.0
91934,61,1,4.75
